# model=B23VideoMTWindowModel tfcu=videomt_window lora_rank=32 input_size=512 num_clips=1 num_frames=4
# loss=videomt aux=
# train_samples=DAVIS-VI_tra_DVI_30.npy;DAVIS-VI_tra_CPNET_30.npy val_samples=DAVIS-VI_val_DVI_20.npy;DAVIS-VI_val_CPNET_20.npy
# batch_size=2 lr=0.0001 params_total=343355218 params_trainable=40201042
epoch,lr,train_loss,train_main_loss,train_aux_loss,train_adapter_mask32_loss,train_adapter_boundary32_loss,train_tcu_momentary_loss,train_tcu_gradual_loss,train_tcu_cumulative_loss,train_sumi_sufficiency_loss,train_sumi_ib_kl,train_sumi_source_adv_loss,train_background_suppression_loss,train_sumi_loss,train_adapter_alpha,train_adapter_gate_mean,train_tcu_alpha,train_tcu_gate_momentary_mean,train_tcu_gate_gradual_mean,train_tcu_gate_cumulative_mean,train_tcu_quality_mean,train_ttf_alpha,train_ttf_residual_energy,train_loss_total,train_loss_seg,train_loss_bce,train_loss_focal_bce,train_loss_dice,train_loss_edge,train_loss_tda,train_tda_weight,train_iou,train_f1,train_precision,train_recall,train_accuracy,train_videomt_enabled,train_videomt_query_alpha,val_loss,val_main_loss,val_aux_loss,val_adapter_mask32_loss,val_adapter_boundary32_loss,val_tcu_momentary_loss,val_tcu_gradual_loss,val_tcu_cumulative_loss,val_sumi_sufficiency_loss,val_sumi_ib_kl,val_sumi_source_adv_loss,val_background_suppression_loss,val_sumi_loss,val_adapter_alpha,val_adapter_gate_mean,val_tcu_alpha,val_tcu_gate_momentary_mean,val_tcu_gate_gradual_mean,val_tcu_gate_cumulative_mean,val_tcu_quality_mean,val_ttf_alpha,val_ttf_residual_energy,val_loss_total,val_loss_seg,val_loss_bce,val_loss_focal_bce,val_loss_dice,val_loss_edge,val_loss_tda,val_tda_weight,val_iou,val_f1,val_precision,val_recall,val_accuracy,val_videomt_enabled,val_videomt_query_alpha
224,8.9926591e-06,0.83162853,0.83162853,,,,,,,,,,,,,,,,,,,,,0.83162853,,0.23903251,,0.59259601,0,,,0.65846703,0.76767315,0.70768766,0.8657176,0.9634901,1,-0.0043730445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,8.9836372e-06,0.81364733,0.81364733,,,,,,,,,,,,,,,,,,,,,0.81364733,,0.22193703,,0.5917103,0,,,0.67556084,0.79936737,0.7252691,0.90414844,0.96861852,1,-0.0043397722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,8.9745803e-06,0.82052028,0.82052028,,,,,,,,,,,,,,,,,,,,,0.82052028,,0.21596237,,0.60455792,0,,,0.6774885,0.8036347,0.73942936,0.89198219,0.97198992,1,-0.0043506389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,8.9654884e-06,0.78695333,0.78695333,,,,,,,,,,,,,,,,,,,,,0.78695333,,0.2099673,,0.57698603,0,,,0.69473108,0.81386838,0.7467977,0.90395665,0.97232052,1,-0.0043143661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,8.9563616e-06,0.7861671,0.7861671,,,,,,,,,,,,,,,,,,,,,0.7861671,,0.215187,,0.5709801,0,,,0.67181143,0.79322679,0.74675275,0.87263219,0.96700039,1,-0.0045089709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,8.9472e-06,0.8586876,0.8586876,,,,,,,,,,,,,,,,,,,,,0.8586876,,0.22533233,,0.63335528,0,,,0.62770053,0.7587166,0.70368811,0.83697012,0.96797425,1,-0.0046785123,0.7797173,0.7797173,,,,,,,,,,,,,,,,,,,,,0.7797173,,0.18007481,,0.59964249,0,,,0.70610326,0.81260838,0.75660748,0.9102661,0.98194503,1,-0.0047832779
230,8.9380037e-06,0.83255847,0.83255847,,,,,,,,,,,,,,,,,,,,,0.83255847,,0.21988411,,0.61267436,0,,,0.65602708,0.78632809,0.71564987,0.88285097,0.97023252,1,-0.0048402016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,8.9287727e-06,0.8565111,0.8565111,,,,,,,,,,,,,,,,,,,,,0.8565111,,0.23545275,,0.62105835,0,,,0.60255259,0.7383648,0.67622712,0.82248709,0.96162014,1,-0.0048358353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,8.9195072e-06,0.82683576,0.82683576,,,,,,,,,,,,,,,,,,,,,0.82683576,,0.21628506,,0.6105507,0,,,0.65661306,0.786308,0.70157429,0.90908266,0.96984758,1,-0.0046120351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,8.9102073e-06,0.79376491,0.79376491,,,,,,,,,,,,,,,,,,,,,0.79376491,,0.2140811,,0.57968381,0,,,0.67266675,0.79985102,0.75323111,0.86499942,0.9677735,1,-0.0045030847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,8.9008731e-06,0.80710734,0.80710734,,,,,,,,,,,,,,,,,,,,,0.80710734,,0.2135618,,0.59354554,0,,,0.67107922,0.79102108,0.74232041,0.85907334,0.97033704,1,-0.0044279042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,8.8915046e-06,0.82008213,0.82008213,,,,,,,,,,,,,,,,,,,,,0.82008213,,0.21475679,,0.60532535,0,,,0.64535306,0.7745373,0.72909254,0.83544228,0.96954864,1,-0.0044221186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,8.8821019e-06,0.77913603,0.77913603,,,,,,,,,,,,,,,,,,,,,0.77913603,,0.21228448,,0.56685156,0,,,0.68158669,0.80402087,0.73068615,0.90379454,0.96766176,1,-0.0044139833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,8.8726652e-06,0.78878324,0.78878324,,,,,,,,,,,,,,,,,,,,,0.78878324,,0.20276637,,0.58601687,0,,,0.72104672,0.83320163,0.77322619,0.90500258,0.97196477,1,-0.004414872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,8.8631946e-06,0.76986471,0.76986471,,,,,,,,,,,,,,,,,,,,,0.76986471,,0.21130059,,0.55856413,0,,,0.67402173,0.79967037,0.74642378,0.8734828,0.9673556,1,-0.0043953102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,8.85369e-06,0.90454242,0.90454242,,,,,,,,,,,,,,,,,,,,,0.90454242,,0.22210923,,0.6824332,0,,,0.59453366,0.73932835,0.69903488,0.80138843,0.97130438,1,-0.0044552015,0.75797475,0.75797475,,,,,,,,,,,,,,,,,,,,,0.75797475,,0.17273519,,0.58523956,0,,,0.70915447,0.81508768,0.76547284,0.90404412,0.98240473,1,-0.0044776513
240,8.8441517e-06,0.78240125,0.78240125,,,,,,,,,,,,,,,,,,,,,0.78240125,,0.20496967,,0.57743158,0,,,0.68491239,0.8036416,0.73273781,0.90028066,0.97038768,1,-0.0045031462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,8.8345797e-06,0.82753532,0.82753532,,,,,,,,,,,,,,,,,,,,,0.82753532,,0.22086338,,0.60667195,0,,,0.6396788,0.77360447,0.7221138,0.84798579,0.96153717,1,-0.0044439416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,8.8249742e-06,0.81503706,0.81503706,,,,,,,,,,,,,,,,,,,,,0.81503706,,0.20871901,,0.60631805,0,,,0.68351572,0.80065805,0.72615642,0.90685028,0.97099222,1,-0.0043282252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,8.8153351e-06,0.84129027,0.84129027,,,,,,,,,,,,,,,,,,,,,0.84129027,,0.21669278,,0.62459749,0,,,0.66180461,0.78999549,0.73142481,0.86930331,0.97132708,1,-0.004388944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,8.8056627e-06,0.77455318,0.77455318,,,,,,,,,,,,,,,,,,,,,0.77455318,,0.20724536,,0.56730781,0,,,0.69773986,0.81622009,0.75563161,0.89759756,0.96939208,1,-0.0043196585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,8.795957e-06,0.79151853,0.79151853,,,,,,,,,,,,,,,,,,,,,0.79151853,,0.20194642,,0.58957212,0,,,0.70129789,0.81913466,0.75873518,0.89422132,0.97433678,1,-0.0044534388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,8.7862181e-06,0.75472069,0.75472069,,,,,,,,,,,,,,,,,,,,,0.75472069,,0.19603683,,0.55868386,0,,,0.70939216,0.82278024,0.75569821,0.91490222,0.9730237,1,-0.0045151023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,8.7764461e-06,0.80133449,0.80133449,,,,,,,,,,,,,,,,,,,,,0.80133449,,0.20540141,,0.59593307,0,,,0.67030792,0.79407034,0.71870066,0.90026027,0.97078988,1,-0.0047066068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,8.7666411e-06,0.78007421,0.78007421,,,,,,,,,,,,,,,,,,,,,0.78007421,,0.20582505,,0.57424916,0,,,0.66692491,0.79660109,0.74096073,0.87087766,0.96822141,1,-0.0045637379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,8.7568032e-06,0.85493997,0.85493997,,,,,,,,,,,,,,,,,,,,,0.85493997,,0.21215594,,0.64278402,0,,,0.5967697,0.73349562,0.65377504,0.84622609,0.9696647,1,-0.0043537737,0.77192464,0.77192464,,,,,,,,,,,,,,,,,,,,,0.77192464,,0.17067319,,0.60125144,0,,,0.70624292,0.81138495,0.77375932,0.8885891,0.98193914,1,-0.004319746
250,8.7469325e-06,0.79894994,0.79894994,,,,,,,,,,,,,,,,,,,,,0.79894994,,0.20481128,,0.59413867,0,,,0.68650885,0.80028144,0.72253023,0.92346845,0.97273302,1,-0.0043245204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,8.7370291e-06,0.7986473,0.7986473,,,,,,,,,,,,,,,,,,,,,0.7986473,,0.20762786,,0.59101944,0,,,0.67926228,0.79425764,0.74069651,0.87495142,0.9667984,1,-0.0044852509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,8.7270931e-06,0.77466125,0.77466125,,,,,,,,,,,,,,,,,,,,,0.77466125,,0.19549356,,0.5791677,0,,,0.681393,0.80148571,0.74806076,0.86928186,0.97311214,1,-0.0045833559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,8.7171246e-06,0.80842049,0.80842049,,,,,,,,,,,,,,,,,,,,,0.80842049,,0.2012406,,0.6071799,0,,,0.64868707,0.76943739,0.70043549,0.85946895,0.97201284,1,-0.0045645269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,8.7071238e-06,0.79487646,0.79487646,,,,,,,,,,,,,,,,,,,,,0.79487646,,0.20067903,,0.59419743,0,,,0.68122716,0.80677901,0.74895308,0.88329114,0.97154007,1,-0.004588099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,8.6970906e-06,0.70237821,0.70237821,,,,,,,,,,,,,,,,,,,,,0.70237821,,0.19251751,,0.5098607,0,,,0.7170113,0.83111666,0.77377777,0.90728201,0.96604586,1,-0.0045975807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,8.6870252e-06,0.76923464,0.76923464,,,,,,,,,,,,,,,,,,,,,0.76923464,,0.1934231,,0.57581154,0,,,0.6989607,0.81626166,0.76169687,0.89437395,0.97262971,1,-0.0047173312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,8.6769278e-06,0.74295969,0.74295969,,,,,,,,,,,,,,,,,,,,,0.74295969,,0.19100972,,0.55194998,0,,,0.71121921,0.82745133,0.74766819,0.93522865,0.97138669,1,-0.0047337546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,8.6667983e-06,0.73350952,0.73350952,,,,,,,,,,,,,,,,,,,,,0.73350952,,0.18126984,,0.55223968,0,,,0.73848509,0.84604095,0.79315433,0.91227644,0.97596629,1,-0.0047037983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,8.656637e-06,0.7155365,0.7155365,,,,,,,,,,,,,,,,,,,,,0.7155365,,0.19279504,,0.52274144,0,,,0.72196624,0.83060604,0.77900575,0.89584397,0.96920748,1,-0.0046555947,0.75264496,0.75264496,,,,,,,,,,,,,,,,,,,,,0.75264496,,0.16521005,,0.58743491,0,,,0.70301356,0.80840319,0.75584773,0.90846468,0.98182808,1,-0.0046337559
